epoch,Clinical_Penalty,loss,root_mean_squared_error,val_Clinical_Penalty,val_loss,val_root_mean_squared_error
0,1.1740163564682007,1.411934733390808,35.254756927490234,1.1784636974334717,1.3780773878097534,33.15714645385742
1,1.162223219871521,1.367614984512329,31.147384643554688,1.17839515209198,1.370484709739685,32.55481719970703
2,1.1612104177474976,1.3631805181503296,30.851917266845703,1.1871912479400635,1.3674644231796265,32.87882995605469
3,1.1601518392562866,1.3604439496994019,30.68914222717285,1.18353271484375,1.364038109779358,32.12360763549805
4,1.1594923734664917,1.358922004699707,30.59485626220703,1.173182487487793,1.3629634380340576,32.0718994140625
5,1.1592378616333008,1.3578652143478394,30.526912689208984,1.1775929927825928,1.362864375114441,31.898908615112305
6,1.1594557762145996,1.3572049140930176,30.4914493560791,1.1767857074737549,1.3610482215881348,32.25123596191406
7,1.1597576141357422,1.356643795967102,30.460233688354492,1.1872581243515015,1.3606663942337036,32.244056701660156
8,1.1600207090377808,1.3562794923782349,30.44357681274414,1.1827914714813232,1.359936237335205,31.99320411682129
9,1.160277247428894,1.355834722518921,30.419889450073242,1.1895781755447388,1.3622443675994873,32.72003173828125
10,1.1605316400527954,1.3555185794830322,30.408409118652344,1.1753851175308228,1.3597960472106934,31.842557907104492
11,1.1607470512390137,1.3551506996154785,30.396076202392578,1.1797410249710083,1.35894775390625,31.868953704833984
12,1.1610051393508911,1.3549202680587769,30.39677619934082,1.166659951210022,1.367107629776001,31.64671516418457
13,1.1611835956573486,1.354504942893982,30.391571044921875,1.1899795532226562,1.358831763267517,32.01409149169922
14,1.1613829135894775,1.3541537523269653,30.393016815185547,1.1908706426620483,1.357743263244629,32.02116012573242
15,1.1615465879440308,1.353956937789917,30.39891815185547,1.1928282976150513,1.3579596281051636,32.160640716552734
16,1.1614664793014526,1.3535687923431396,30.378219604492188,1.1900718212127686,1.3573144674301147,32.050079345703125
17,1.1614224910736084,1.353296160697937,30.36928939819336,1.1659488677978516,1.3652598857879639,31.593063354492188
18,1.1614511013031006,1.3531070947647095,30.36433219909668,1.1758126020431519,1.3568319082260132,31.734376907348633
19,1.1614418029785156,1.3528897762298584,30.356855392456055,1.1769747734069824,1.3557674884796143,32.131927490234375
20,1.1614017486572266,1.3526465892791748,30.34396743774414,1.1896151304244995,1.3560945987701416,32.02202606201172
21,1.1614395380020142,1.3526065349578857,30.343402862548828,1.1929622888565063,1.3564238548278809,32.13129806518555
22,1.1614254713058472,1.3523831367492676,30.32778549194336,1.1863492727279663,1.3571323156356812,32.456825256347656
23,1.1614385843276978,1.352259635925293,30.320173263549805,1.1885530948638916,1.3563945293426514,32.04047775268555
24,1.1614434719085693,1.352156639099121,30.30954360961914,1.1831262111663818,1.3562246561050415,32.28647994995117
25,1.1614757776260376,1.3520585298538208,30.301738739013672,1.1802276372909546,1.3545944690704346,31.898874282836914
26,1.1614333391189575,1.3519210815429688,30.291528701782227,1.1835973262786865,1.354795217514038,31.85120964050293
27,1.1615039110183716,1.3518328666687012,30.281116485595703,1.1816178560256958,1.3544751405715942,31.86229133605957
28,1.1614527702331543,1.3516987562179565,30.2698917388916,1.1929645538330078,1.3566224575042725,32.21993637084961
29,1.1615289449691772,1.3515557050704956,30.25836944580078,1.183388113975525,1.3549591302871704,31.784624099731445
30,1.1614934206008911,1.3514668941497803,30.247400283813477,1.176059365272522,1.3547725677490234,31.605121612548828
31,1.1615715026855469,1.3514050245285034,30.242321014404297,1.1904442310333252,1.3568146228790283,32.40410614013672
32,1.1616307497024536,1.3514076471328735,30.237701416015625,1.188432216644287,1.3551427125930786,32.055965423583984
33,1.1616716384887695,1.3512200117111206,30.220947265625,1.1736024618148804,1.354500412940979,31.77861976623535
34,1.161662220954895,1.3511296510696411,30.206823348999023,1.168670415878296,1.3568384647369385,31.51974868774414
35,1.1616657972335815,1.3510318994522095,30.19778823852539,1.1821801662445068,1.3548065423965454,32.022056579589844
36,1.1616922616958618,1.3508762121200562,30.184913635253906,1.1792956590652466,1.3543225526809692,31.808809280395508
37,1.1617276668548584,1.350760579109192,30.175519943237305,1.1941680908203125,1.355642557144165,32.14930725097656
