epoch,Clinical_Penalty,loss,root_mean_squared_error,val_Clinical_Penalty,val_loss,val_root_mean_squared_error
0,1.2244431972503662,1.52396559715271,48.416866302490234,1.2387052774429321,1.4813673496246338,45.17769241333008
1,1.2220290899276733,1.488610863685608,45.43479537963867,1.2286696434020996,1.4697250127792358,44.892852783203125
2,1.2213196754455566,1.4829504489898682,45.15849304199219,1.212208867073059,1.4624698162078857,43.771568298339844
3,1.2213679552078247,1.4803029298782349,45.03458023071289,1.210270881652832,1.4597970247268677,43.901214599609375
4,1.2215588092803955,1.478636384010315,44.983970642089844,1.2125951051712036,1.4587122201919556,43.68701934814453
5,1.221765398979187,1.4770056009292603,44.90321731567383,1.2205185890197754,1.4569342136383057,43.87138366699219
6,1.2217880487442017,1.4758435487747192,44.87830352783203,1.2142192125320435,1.4571272134780884,43.69186782836914
7,1.221682071685791,1.4745454788208008,44.82575225830078,1.2012109756469727,1.4613102674484253,43.39811706542969
8,1.221827745437622,1.4735199213027954,44.777122497558594,1.2354875802993774,1.457995057106018,43.633235931396484
9,1.221902847290039,1.4723776578903198,44.75251388549805,1.2062523365020752,1.4544153213500977,43.41855239868164
10,1.2219419479370117,1.4715757369995117,44.730804443359375,1.215981364250183,1.4537960290908813,43.4233283996582
11,1.2225639820098877,1.4706441164016724,44.70370101928711,1.2015873193740845,1.457339882850647,43.33601760864258
12,1.2227603197097778,1.4700214862823486,44.71242904663086,1.2080565690994263,1.4514662027359009,43.50239562988281
13,1.2230812311172485,1.4695512056350708,44.71150588989258,1.210762619972229,1.454635500907898,43.248233795166016
14,1.2232369184494019,1.4688152074813843,44.683841705322266,1.226098895072937,1.4500155448913574,43.950164794921875
15,1.223550796508789,1.4684240818023682,44.68757629394531,1.212830662727356,1.4520512819290161,43.2567253112793
16,1.2235801219940186,1.4678431749343872,44.67005157470703,1.2169798612594604,1.4508222341537476,44.1819953918457
17,1.223923683166504,1.467393398284912,44.661277770996094,1.219193935394287,1.4489405155181885,43.98691177368164
18,1.2241796255111694,1.4669221639633179,44.65592575073242,1.229774832725525,1.4535701274871826,44.539215087890625
19,1.2250021696090698,1.4664405584335327,44.627376556396484,1.2185834646224976,1.4473583698272705,43.366336822509766
20,1.2256006002426147,1.4660530090332031,44.63352966308594,1.231336236000061,1.4492586851119995,44.16124725341797
21,1.2262109518051147,1.465859055519104,44.633575439453125,1.2296708822250366,1.4478646516799927,43.884437561035156
22,1.226881742477417,1.465288758277893,44.615325927734375,1.2250624895095825,1.4468790292739868,43.57445526123047
23,1.2271877527236938,1.4647612571716309,44.61623764038086,1.2091319561004639,1.449851155281067,43.21392822265625
24,1.2276546955108643,1.4646947383880615,44.608463287353516,1.22395658493042,1.44679594039917,44.11741256713867
25,1.2278531789779663,1.464444875717163,44.603431701660156,1.2055583000183105,1.4482967853546143,43.67300796508789
26,1.2281674146652222,1.4641225337982178,44.59539031982422,1.2215394973754883,1.4582774639129639,42.982337951660156
27,1.2284988164901733,1.4638290405273438,44.58246994018555,1.2225806713104248,1.4441758394241333,43.49662399291992
28,1.2286572456359863,1.4633766412734985,44.581207275390625,1.2057627439498901,1.4485483169555664,44.10395812988281
29,1.2292710542678833,1.463004469871521,44.57439422607422,1.2272032499313354,1.443644404411316,43.597537994384766
30,1.2295587062835693,1.462554931640625,44.556854248046875,1.2336857318878174,1.4445853233337402,43.70573806762695
31,1.229958415031433,1.4620497226715088,44.540740966796875,1.2191288471221924,1.4484658241271973,44.369564056396484
32,1.2301628589630127,1.4616172313690186,44.53192138671875,1.2282119989395142,1.4423612356185913,43.74884796142578
33,1.230423927307129,1.4614982604980469,44.533756256103516,1.204413652420044,1.453368067741394,43.29109573364258
34,1.230526328086853,1.4612014293670654,44.52008056640625,1.2319997549057007,1.4430469274520874,43.5557746887207
35,1.2307466268539429,1.4609330892562866,44.51655578613281,1.2343100309371948,1.4424161911010742,43.289669036865234
36,1.2307347059249878,1.4607570171356201,44.514259338378906,1.2204536199569702,1.4409910440444946,43.278873443603516
37,1.2307662963867188,1.4603030681610107,44.50458526611328,1.2342873811721802,1.4445723295211792,43.42642593383789
38,1.2309876680374146,1.4600847959518433,44.4906120300293,1.2228126525878906,1.4417544603347778,43.671634674072266
39,1.2310482263565063,1.4600872993469238,44.50469207763672,1.2317168712615967,1.4433099031448364,43.2882080078125
40,1.2309646606445312,1.459935188293457,44.50333786010742,1.2237688302993774,1.440726637840271,43.82917022705078
41,1.231093406677246,1.4597582817077637,44.485923767089844,1.2263778448104858,1.4423104524612427,43.18739318847656
42,1.2313495874404907,1.4596426486968994,44.48318862915039,1.2403274774551392,1.450987458229065,44.78589630126953
43,1.2312666177749634,1.4597746133804321,44.50227355957031,1.2282536029815674,1.4424431324005127,43.117576599121094
44,1.2313759326934814,1.4593862295150757,44.48137283325195,1.230318546295166,1.4414077997207642,43.19924545288086
45,1.2314869165420532,1.459139347076416,44.476051330566406,1.2155954837799072,1.4509021043777466,42.96910858154297
46,1.2314544916152954,1.4590058326721191,44.481346130371094,1.218938946723938,1.4471616744995117,42.963294982910156
47,1.2315165996551514,1.4590750932693481,44.47323989868164,1.2232937812805176,1.439432144165039,43.42673110961914
48,1.2315082550048828,1.459011197090149,44.48188018798828,1.2389271259307861,1.443031907081604,44.016685485839844
49,1.2317057847976685,1.4588831663131714,44.46831130981445,1.2101967334747314,1.4447650909423828,43.25997543334961
50,1.2316697835922241,1.458787202835083,44.45465087890625,1.2173527479171753,1.4407960176467896,43.24851989746094
