epoch,Clinical_Penalty,loss,root_mean_squared_error,val_Clinical_Penalty,val_loss,val_root_mean_squared_error
0,1.3165935277938843,26594.34375,87.25199890136719,1.3100851774215698,5840.55615234375,51.45518493652344
1,1.274738073348999,4189.64453125,43.837955474853516,1.2882009744644165,3588.131103515625,41.18836975097656
2,1.2463617324829102,3220.92724609375,38.577369689941406,1.2848296165466309,3160.3056640625,38.727577209472656
3,1.2395806312561035,3021.509033203125,37.369178771972656,1.2765262126922607,2949.668701171875,37.483238220214844
4,1.2382750511169434,2979.951904296875,37.119327545166016,1.2846672534942627,3130.315673828125,38.5443115234375
5,1.2379685640335083,2966.8125,37.04359817504883,1.2843763828277588,3079.668212890625,38.2762565612793
6,1.2377212047576904,2959.479736328125,37.00414276123047,1.2812846899032593,2987.392578125,37.72200012207031
7,1.2375800609588623,2954.222900390625,36.97616195678711,1.285064935684204,3082.122802734375,38.31370544433594
8,1.237519383430481,2951.387451171875,36.96210861206055,1.2804670333862305,3030.068115234375,37.99230194091797
9,1.2374376058578491,2949.203369140625,36.94834518432617,1.2741367816925049,2893.650634765625,37.21198654174805
10,1.237398386001587,2947.4306640625,36.939693450927734,1.282984972000122,3071.83642578125,38.208595275878906
11,1.2373757362365723,2945.496337890625,36.93006896972656,1.2821369171142578,3047.593994140625,38.09585952758789
12,1.2372857332229614,2944.0615234375,36.924224853515625,1.2793272733688354,3048.522216796875,38.08164596557617
13,1.2372812032699585,2942.541015625,36.91470718383789,1.2800137996673584,2976.640380859375,37.70333480834961
14,1.2372201681137085,2941.504638671875,36.90747833251953,1.2784810066223145,2999.564453125,37.81901931762695
15,1.2372186183929443,2940.009521484375,36.90244674682617,1.2818224430084229,3020.78076171875,37.93851089477539
16,1.2371715307235718,2939.440185546875,36.90057373046875,1.28480863571167,3105.011962890625,38.41484069824219
17,1.2371764183044434,2938.462158203125,36.89268112182617,1.280739188194275,3026.289306640625,37.97184371948242
18,1.2372126579284668,2937.07177734375,36.887603759765625,1.2818225622177124,3020.89892578125,37.951690673828125
19,1.2371912002563477,2936.480712890625,36.884437561035156,1.2818114757537842,3058.77294921875,38.15992736816406
